"city","year","fortnights_since_start_of_year","mean_AH","mean_RH","mean_temp","mean_AH_for_that_fortnight_of_year","mean_RH_for_that_fortnight_of_year","mean_temp_for_that_fortnight_of_year","d.AH","d.RH","d.temp"
"ADELAIDE",1985,12,8.27581893372349,79.6153846153846,11.5846153846154,8.1096659637839,75.302339595888,12.1125745222519,0.166152969939597,4.31304501949663,-0.527959137636557
"ADELAIDE",1985,13,7.28363289636174,69.8571428571429,11.7857142857143,7.89722408724656,75.8195320808224,11.5959411556186,-0.613591190884817,-5.96238922367954,0.189773130095709
"ADELAIDE",1985,14,6.78460737359709,70.3076923076923,10.6214285714286,7.60874975751299,75.2043601559731,11.1829315845445,-0.8241423839159,-4.89666784828076,-0.561503013115916
"ADELAIDE",1985,15,7.00778551767162,67.9166666666667,11.6692307692308,7.4242927529171,74.423579109063,10.9636653668912,-0.416507235245473,-6.50691244239631,0.705565402339596
"ADELAIDE",1985,16,7.84712364596536,78.1428571428571,11.0142857142857,7.43622825570519,72.9825711922486,11.3172811059908,0.410895390260175,5.16028595060853,-0.302995391705069
"ADELAIDE",1985,17,8.30302431430279,79.0769230769231,11.7923076923077,7.35147274320599,70.1503013115916,11.8566465792272,0.951551571096798,8.92662176533145,-0.0643388869195309
"ADELAIDE",1985,18,7.46450753692587,68.8461538461538,12.5538461538462,7.60926726335809,67.6293572019379,13.1357408720312,-0.144759726432215,1.21679664421599,-0.58189471818504
"ADELAIDE",1985,19,7.73100106752404,70.3571428571429,12.7714285714286,7.65881072477875,64.9842845326716,13.9140228051518,0.0721903427452855,5.37285832447124,-1.14259423372327
"ADELAIDE",1985,20,7.7618535314434,63.3571428571429,14.5785714285714,7.65335484087381,61.3456221198157,14.8743471582181,0.108498690569589,2.01152073732719,-0.295775729646698
"ADELAIDE",1985,21,8.91549300974491,65.4285714285714,16,7.51077266866826,57.190180786955,15.9406238922368,1.40472034107666,8.23839064161645,0.0593761077632049
"ADELAIDE",1985,22,8.55664898091635,58.4285714285714,17.6357142857143,7.89652965915964,56.2972350230415,16.9709677419355,0.660119321756717,2.13133640552996,0.664746543778801
"ADELAIDE",1985,23,9.6706504153966,63.1428571428571,17.9785714285714,8.10694923966565,52.8041474654378,18.5891705069124,1.56370117573095,10.3387096774194,-0.610599078341014
"ADELAIDE",1985,24,8.90875274059313,58.5714285714286,18.1428571428571,8.47750984981261,52.7880184331797,19.2405529953917,0.431242890780513,5.78341013824885,-1.09769585253456
"ADELAIDE",1985,25,9.75522508383108,64.7857142857143,17.8928571428571,8.76770371736076,52.8490783410138,19.8925558312655,0.98752136647032,11.9366359447005,-1.99969868840837
"ADELAIDE",1985,26,9.06303184241446,57.5,19.1071428571429,8.93205195082552,51.7111436950147,20.5080016757436,0.130979891588934,5.78885630498534,-1.40085881860075
"ADELAIDE",1986,1,9.44823317000304,57.2857142857143,19.3857142857143,9.2802379772287,49.8319744771358,21.8888337468983,0.16799519277434,7.45373980857852,-2.50311946118398
"ADELAIDE",1986,2,9.11035598714171,53.2142857142857,20.0071428571429,9.54236250426707,50.8571428571429,21.8730414746544,-0.432006517125361,2.35714285714286,-1.86589861751152
"ADELAIDE",1986,3,9.81398999046278,56.5714285714286,20.25,9.65723438719216,51.2617866004963,21.8310705423609,0.15675560327062,5.30964197093229,-1.58107054236087
"ADELAIDE",1986,4,10.1651297791659,57.4285714285714,20.7214285714286,9.64313817194392,49.9439914923786,22.4026409074796,0.521991607222001,7.48457993619284,-1.68121233605105
"ADELAIDE",1986,5,9.09826347647888,51.5,20.8571428571429,9.39662246043246,52.962743707905,20.8621162708259,-0.298358983953584,-1.462743707905,-0.00497341368308923
"ADELAIDE",1986,6,9.72662959882007,53.3571428571429,21.7714285714286,9.24998552498511,55.3917050691244,19.7751920122888,0.47664407383496,-2.03456221198157,1.99623655913978
"ADELAIDE",1986,7,8.89810520919095,53.7857142857143,19.7,8.95844184623944,58.4354838709677,18.2374867068415,-0.0603366370484917,-4.64976958525346,1.46251329315846
"ADELAIDE",1986,8,9.10707346663665,65.8571428571429,16.5857142857143,8.51880906711875,59.6232718894009,17.0250768049155,0.588264399517895,6.23387096774194,-0.439362519201229
"ADELAIDE",1986,9,8.56977854846373,69.3571428571429,14.3571428571429,8.45391251559806,63.3898198575618,15.7985756179305,0.115866032865672,5.96732299958106,-1.4414327607876
"ADELAIDE",1986,10,9.25341236435043,71.8571428571429,15.0857142857143,8.42225519622515,68.2586553231715,14.4373596833274,0.831157168125275,3.59848753397141,0.64835460238686
"ADELAIDE",1986,11,8.80471852677194,80.9285714285714,12.3,8.31089935348949,73.2787250384025,12.9958755760369,0.493819173282445,7.64984639016897,-0.695875576036865
"ADELAIDE",1986,12,8.6665327143104,79.6428571428571,12.25,8.1096659637839,75.302339595888,12.1125745222519,0.55686675052651,4.34051754696915,0.137425477748058
"ADELAIDE",1986,13,8.32349621748302,80.3571428571429,11.5785714285714,7.89722408724656,75.8195320808224,11.5959411556186,0.426272130236457,4.53761077632046,-0.0173697270471465
"ADELAIDE",1986,14,7.92720473444364,79.3571428571429,10.8785714285714,7.60874975751299,75.2043601559731,11.1829315845445,0.318454976930646,4.1527827011698,-0.304360155973059
"ADELAIDE",1986,15,8.01952307793269,83.0714285714286,10.2785714285714,7.4242927529171,74.423579109063,10.9636653668912,0.595230325015591,8.64784946236558,-0.685093938319744
"ADELAIDE",1986,16,7.32865276090116,73.5,11.0357142857143,7.43622825570519,72.9825711922486,11.3172811059908,-0.107575494804027,0.517428807751386,-0.281566820276497
"ADELAIDE",1986,17,7.82932811132691,75.3571428571429,11.7214285714286,7.35147274320599,70.1503013115916,11.8566465792272,0.477855368120921,5.20684154555123,-0.135218007798652
"ADELAIDE",1986,18,7.95906993625766,73,12.3285714285714,7.60926726335809,67.6293572019379,13.1357408720312,0.349802672899576,5.37064279806215,-0.807169443459765
"ADELAIDE",1986,19,8.67685194931605,74.6428571428571,13.4714285714286,7.65881072477875,64.9842845326716,13.9140228051518,1.0180412245373,9.65857261018552,-0.442594233723266
"ADELAIDE",1986,20,8.51379640866432,68.8571428571429,14.3071428571429,7.65335484087381,61.3456221198157,14.8743471582181,0.860441567790515,7.5115207373272,-0.56720430107527
"ADELAIDE",1986,21,7.89709729747229,63.1428571428571,15.1285714285714,7.51077266866826,57.190180786955,15.9406238922368,0.38632462880403,5.95267635590216,-0.812052463665367
"ADELAIDE",1986,22,8.05224711191322,62.4285714285714,15.9857142857143,7.89652965915964,56.2972350230415,16.9709677419355,0.155717452753589,6.13133640552996,-0.9852534562212
"ADELAIDE",1986,23,8.71045244559622,61.1428571428571,16.8357142857143,8.10694923966565,52.8041474654378,18.5891705069124,0.603503205930572,8.33870967741936,-1.75345622119816
"ADELAIDE",1986,24,8.28443203497704,52.2142857142857,18.8428571428571,8.47750984981261,52.7880184331797,19.2405529953917,-0.193077814835569,-0.573732718894007,-0.397695852534564
"ADELAIDE",1986,25,9.14715558893073,58.3571428571429,18.3857142857143,8.76770371736076,52.8490783410138,19.8925558312655,0.379451871569964,5.50806451612903,-1.50684154555122
"ADELAIDE",1986,26,8.87869185216548,56,19.1642857142857,8.93205195082552,51.7111436950147,20.5080016757436,-0.0533600986600451,4.28885630498534,-1.3437159614579
"ADELAIDE",1987,1,9.41432600286284,61.1428571428571,18.4642857142857,9.2802379772287,49.8319744771358,21.8888337468983,0.13408802563414,11.3108826657214,-3.42454803261255
"ADELAIDE",1987,2,9.93352590997098,58.9285714285714,19.8357142857143,9.54236250426707,50.8571428571429,21.8730414746544,0.391163405703908,8.07142857142858,-2.03732718894009
"ADELAIDE",1987,3,9.79679619158725,51.9285714285714,21.7142857142857,9.65723438719216,51.2617866004963,21.8310705423609,0.139561804395088,0.666784828075151,-0.116784828075151
"ADELAIDE",1987,4,9.99167632290772,52.8571428571429,21.8785714285714,9.64313817194392,49.9439914923786,22.4026409074796,0.348538150963796,2.91315136476427,-0.524069478908189
"ADELAIDE",1987,5,8.86334910582502,58,18.0357142857143,9.39662246043246,52.962743707905,20.8621162708259,-0.533273354607445,5.037256292095,-2.82640198511166
"ADELAIDE",1987,6,9.13180835851316,56.8571428571429,19.3285714285714,9.24998552498511,55.3917050691244,19.7751920122888,-0.118177166471954,1.46543778801843,-0.446620583717358
"ADELAIDE",1987,7,9.79285026862529,63.2142857142857,18.6714285714286,8.95844184623944,58.4354838709677,18.2374867068415,0.834408422385849,4.77880184331797,0.433941864587027
"ADELAIDE",1987,8,7.80581615402363,59,15.8357142857143,8.51880906711875,59.6232718894009,17.0250768049155,-0.71299291309512,-0.623271889400918,-1.18936251920123
"ADELAIDE",1987,9,9.1637973457994,68.7142857142857,15.9285714285714,8.45391251559806,63.3898198575618,15.7985756179305,0.709884830201336,5.32446585672391,0.129995810640972
"ADELAIDE",1987,10,9.52606485558301,71.4285714285714,16,8.42225519622515,68.2586553231715,14.4373596833274,1.10380965935785,3.16991610539998,1.56264031667257
"ADELAIDE",1987,11,8.68415525785928,79.9285714285714,12.15,8.31089935348949,73.2787250384025,12.9958755760369,0.373255904369788,6.64984639016897,-0.845875576036866
"ADELAIDE",1987,12,8.51187584179031,75.5714285714286,12.8571428571429,8.1096659637839,75.302339595888,12.1125745222519,0.402209878006417,0.269088975540583,0.744568334890916
"ADELAIDE",1987,13,8.87429198770802,82,12.1785714285714,7.89722408724656,75.8195320808224,11.5959411556186,0.977067900461462,6.1804679191776,0.582630272952853
"ADELAIDE",1987,14,7.48940337487828,73.5,11.2928571428571,7.60874975751299,75.2043601559731,11.1829315845445,-0.119346382634712,-1.70436015597306,0.109925558312655
"ADELAIDE",1987,15,7.36624141716307,82.4285714285714,9.17142857142857,7.4242927529171,74.423579109063,10.9636653668912,-0.0580513357540271,8.00499231950845,-1.7922367954626
"ADELAIDE",1987,16,7.98007034053687,78.7142857142857,11.1142857142857,7.43622825570519,72.9825711922486,11.3172811059908,0.543842084831677,5.73171452203709,-0.20299539170507
"ADELAIDE",1987,17,7.40052481794839,70.7857142857143,11.8714285714286,7.35147274320599,70.1503013115916,11.8566465792272,0.0490520747423959,0.635412974122659,0.0147819922013479
"ADELAIDE",1987,18,7.96068980461262,78.7857142857143,11.0428571428571,7.60926726335809,67.6293572019379,13.1357408720312,0.351422541254531,11.1563570837764,-2.09288372917405
"ADELAIDE",1987,19,7.53749111903448,68.0714285714286,13.1571428571429,7.65881072477875,64.9842845326716,13.9140228051518,-0.121319605744277,3.08714403875695,-0.756879948008981
"ADELAIDE",1987,20,7.36691703594876,55.0909090909091,15.7833333333333,7.65335484087381,61.3456221198157,14.8743471582181,-0.28643780492505,-6.25471302890657,0.908986175115206
"ADELAIDE",1987,21,7.87571024256681,66.3076923076923,13.7307692307692,7.51077266866826,57.190180786955,15.9406238922368,0.364937573898555,9.11751152073732,-2.20985466146757
"ADELAIDE",1987,22,7.72222623783611,50.5714285714286,19.3642857142857,7.89652965915964,56.2972350230415,16.9709677419355,-0.174303421323531,-5.7258064516129,2.39331797235023
"ADELAIDE",1987,23,8.81974939368514,54.3571428571429,19.0714285714286,8.10694923966565,52.8041474654378,18.5891705069124,0.712800154019487,1.55299539170507,0.482258064516131
"ADELAIDE",1987,24,7.96869269191419,55.7142857142857,17.3428571428571,8.47750984981261,52.7880184331797,19.2405529953917,-0.508817157898425,2.92626728110599,-1.89769585253456
"ADELAIDE",1987,25,9.11602800083751,54.25,19.8692307692308,8.76770371736076,52.8490783410138,19.8925558312655,0.348324283476744,1.40092165898618,-0.0233250620347398
"ADELAIDE",1987,26,8.63302506784118,49.5,20.5785714285714,8.93205195082552,51.7111436950147,20.5080016757436,-0.299026882984341,-2.21114369501466,0.0705697528278186
"ADELAIDE",1988,1,10.2458965290148,48.5714285714286,23.5928571428571,9.2802379772287,49.8319744771358,21.8888337468983,0.96565855178606,-1.2605459057072,1.70402339595888
"ADELAIDE",1988,2,9.06130625974855,52.7857142857143,20.8785714285714,9.54236250426707,50.8571428571429,21.8730414746544,-0.481056244518522,1.92857142857143,-0.994470046082949
"ADELAIDE",1988,3,9.2655915564848,54.7857142857143,19.7928571428571,9.65723438719216,51.2617866004963,21.8310705423609,-0.391642830707363,3.52392768521801,-2.03821339950372
"ADELAIDE",1988,4,9.58145109124355,55.0769230769231,21.0615384615385,9.64313817194392,49.9439914923786,22.4026409074796,-0.0616870807003771,5.13293158454449,-1.34110244594116
"ADELAIDE",1988,5,9.99717228113525,59.2307692307692,19.6538461538462,9.39662246043246,52.962743707905,20.8621162708259,0.600549820702792,6.26802552286424,-1.20827011697979
"ADELAIDE",1988,6,8.27672969262784,47.3333333333333,21.225,9.24998552498511,55.3917050691244,19.7751920122888,-0.973255832357269,-8.05837173579109,1.44980798771121
"ADELAIDE",1988,7,10.5411909957919,63.3076923076923,19.4615384615385,8.95844184623944,58.4354838709677,18.2374867068415,1.58274914955242,4.87220843672456,1.22405175469692
"ADELAIDE",1988,8,8.37878556152901,56.25,17.3416666666667,8.51880906711875,59.6232718894009,17.0250768049155,-0.140023505589742,-3.37327188940092,0.316589861751151
"ADELAIDE",1988,9,10.4159230168251,70.7272727272727,17.3272727272727,8.45391251559806,63.3898198575618,15.7985756179305,1.962010501227,7.33745286971094,1.52869710934227
"ADELAIDE",1988,10,10.0168033478912,76.3846153846154,15.2692307692308,8.42225519622515,68.2586553231715,14.4373596833274,1.594548151666,8.12596006144393,0.831871085903344
"ADELAIDE",1988,11,8.95111615095863,73.7,14.24,8.31089935348949,73.2787250384025,12.9958755760369,0.640216797469138,0.421274961597547,1.24412442396313
"ADELAIDE",1988,12,8.88428648478989,77.4,12.9909090909091,8.1096659637839,75.302339595888,12.1125745222519,0.774620521005991,2.09766040411202,0.878334568657149
"ADELAIDE",1988,13,8.18834980885278,81.0769230769231,11.1384615384615,7.89722408724656,75.8195320808224,11.5959411556186,0.291125721606223,5.25739099610068,-0.457479617157038
"ADELAIDE",1988,14,8.36089050215712,78.3846153846154,12.0923076923077,7.60874975751299,75.2043601559731,11.1829315845445,0.752140744644132,3.18025522864232,0.909376107763205
"ADELAIDE",1988,15,7.69433205299422,74,11.6615384615385,7.4242927529171,74.423579109063,10.9636653668912,0.270039300077126,-0.423579109062985,0.697873094647289
"ADELAIDE",1988,16,7.4284859502402,74.8333333333333,10.85,7.43622825570519,72.9825711922486,11.3172811059908,-0.00774230546499055,1.85076214108472,-0.467281105990784
"ADELAIDE",1988,17,7.70965285519828,66.5714285714286,13.4928571428571,7.35147274320599,70.1503013115916,11.8566465792272,0.358180111992294,-3.57887274016306,1.63621056362992
"ADELAIDE",1988,18,7.32463780724509,61.4166666666667,14.375,7.60926726335809,67.6293572019379,13.1357408720312,-0.284629456112998,-6.21269053527119,1.23925912796881
"ADELAIDE",1988,19,7.22737423577054,58.6666666666667,14.6583333333333,7.65881072477875,64.9842845326716,13.9140228051518,-0.43143648900821,-6.31761786600496,0.744310528181495
"ADELAIDE",1988,20,7.65281590857425,57.9090909090909,15.8,7.65335484087381,61.3456221198157,14.8743471582181,-0.000538932299560813,-3.43653121072476,0.925652841781872
"ADELAIDE",1988,21,6.95259007495232,48.2307692307692,17.9857142857143,7.51077266866826,57.190180786955,15.9406238922368,-0.558182593715936,-8.95941155618575,2.04509039347749
"ADELAIDE",1988,22,7.64314928478467,54.5714285714286,17.3928571428571,7.89652965915964,56.2972350230415,16.9709677419355,-0.253380374374969,-1.7258064516129,0.421889400921657
"ADELAIDE",1988,23,7.31191838405471,50.9285714285714,17.6071428571429,8.10694923966565,52.8041474654378,18.5891705069124,-0.795030855610936,-1.87557603686636,-0.982027649769584
"ADELAIDE",1988,24,8.58800245075738,62.2857142857143,16.3142857142857,8.47750984981261,52.7880184331797,19.2405529953917,0.110492600944767,9.49769585253456,-2.92626728110599
"ADELAIDE",1988,25,9.56873409593946,52.4285714285714,21.7714285714286,8.76770371736076,52.8490783410138,19.8925558312655,0.801030378578702,-0.420506912442391,1.87887274016306
"ADELAIDE",1988,26,9.91389816221469,57.6428571428571,20.2,8.93205195082552,51.7111436950147,20.5080016757436,0.98184621138917,5.93171344784248,-0.308001675743611
"ADELAIDE",1989,1,8.46143765591578,50.6428571428571,19.9357142857143,9.2802379772287,49.8319744771358,21.8888337468983,-0.818800321312919,0.81088266572138,-1.95311946118398
"ADELAIDE",1989,2,8.14575654582572,40.5714285714286,24.4,9.54236250426707,50.8571428571429,21.8730414746544,-1.39660595844135,-10.2857142857143,2.52695852534562
"ADELAIDE",1989,3,9.36297018652597,50.9285714285714,21.5642857142857,9.65723438719216,51.2617866004963,21.8310705423609,-0.294264200666191,-0.333215171924849,-0.266784828075153
"ADELAIDE",1989,4,9.0750473205938,50.3571428571429,20.9071428571429,9.64313817194392,49.9439914923786,22.4026409074796,-0.568090851350123,0.413151364764268,-1.49549805033676
"ADELAIDE",1989,5,9.75607743629494,37.8571428571429,28.1214285714286,9.39662246043246,52.962743707905,20.8621162708259,0.359454975862475,-15.1056008507621,7.25931230060263
"ADELAIDE",1989,6,10.259773181812,63.7857142857143,18.5428571428571,9.24998552498511,55.3917050691244,19.7751920122888,1.00978765682685,8.39400921658986,-1.23233486943164
"ADELAIDE",1989,7,8.44209260726901,55,18.1785714285714,8.95844184623944,58.4354838709677,18.2374867068415,-0.516349238970433,-3.43548387096774,-0.058915278270117
"ADELAIDE",1989,8,9.01442404828583,65.7857142857143,16.1,8.51880906711875,59.6232718894009,17.0250768049155,0.495614981167076,6.16244239631337,-0.925076804915513
"ADELAIDE",1989,9,10.258875525682,71.7857142857143,16.85,8.45391251559806,63.3898198575618,15.7985756179305,1.80496301008396,8.39589442815249,1.05142438206954
"ADELAIDE",1989,10,9.29955770978317,75.2142857142857,14.35,8.42225519622515,68.2586553231715,14.4373596833274,0.877302513558021,6.95563039111425,-0.0873596833274259
"ADELAIDE",1989,11,8.2198608893093,71,13.0428571428571,8.31089935348949,73.2787250384025,12.9958755760369,-0.0910384641801976,-2.27872503840246,0.0469815668202767
"ADELAIDE",1989,12,8.19659922978305,77.5714285714286,11.8214285714286,8.1096659637839,75.302339595888,12.1125745222519,0.0869332659991517,2.26908897554058,-0.29114595082337
"ADELAIDE",1989,13,7.18974518021647,74.2142857142857,10.4642857142857,7.89722408724656,75.8195320808224,11.5959411556186,-0.707478907030088,-1.60524636653669,-1.13165544133286
"ADELAIDE",1989,14,7.40799018258553,77.9285714285714,10.1214285714286,7.60874975751299,75.2043601559731,11.1829315845445,-0.200759574927463,2.72421127259837,-1.06150301311592
"ADELAIDE",1989,15,7.40776421975584,81.7142857142857,9.43571428571429,7.4242927529171,74.423579109063,10.9636653668912,-0.0165285331612584,7.29070660522272,-1.52795108117689
"ADELAIDE",1989,16,7.42350724068808,76.3571428571429,10.45,7.43622825570519,72.9825711922486,11.3172811059908,-0.0127210150171084,3.37457166489425,-0.867281105990784
"ADELAIDE",1989,17,7.04309040939387,74.4285714285714,10.1285714285714,7.35147274320599,70.1503013115916,11.8566465792272,-0.308382333812117,4.2782701169798,-1.7280751506558
"ADELAIDE",1989,18,7.69066904903932,71.4285714285714,12.4642857142857,7.60926726335809,67.6293572019379,13.1357408720312,0.0814017856812308,3.79921422663358,-0.671455157745481
"ADELAIDE",1989,19,8.06332270941969,71.1428571428571,12.95,7.65881072477875,64.9842845326716,13.9140228051518,0.40451198464094,6.15857261018552,-0.964022805151838
"ADELAIDE",1989,20,6.94938018487145,59.5714285714286,13.7857142857143,7.65335484087381,61.3456221198157,14.8743471582181,-0.703974656002361,-1.7741935483871,-1.08863287250384
"ADELAIDE",1989,21,7.99581737484362,63.8571428571429,14.9071428571429,7.51077266866826,57.190180786955,15.9406238922368,0.485044706175369,6.66696207018787,-1.03348103509394
"ADELAIDE",1989,22,7.52834404767832,55.4285714285714,16.5357142857143,7.89652965915964,56.2972350230415,16.9709677419355,-0.368185611481314,-0.868663594470043,-0.435253456221201
"ADELAIDE",1989,23,8.52108505595024,60.8571428571429,17.0071428571429,8.10694923966565,52.8041474654378,18.5891705069124,0.414135816284592,8.05299539170507,-1.58202764976959
"ADELAIDE",1989,24,9.94319603602657,53.0714285714286,21.5714285714286,8.47750984981261,52.7880184331797,19.2405529953917,1.46568618621396,0.283410138248847,2.33087557603687
"ADELAIDE",1989,25,8.56850754875053,51,19.9857142857143,8.76770371736076,52.8490783410138,19.8925558312655,-0.199196168610234,-1.84907834101382,0.0931584544487798
"ADELAIDE",1989,26,8.52115041029699,45,22.0928571428571,8.93205195082552,51.7111436950147,20.5080016757436,-0.410901540528533,-6.71114369501466,1.58485546711353
"ADELAIDE",1990,1,10.147939444351,51.7142857142857,22.2428571428571,9.2802379772287,49.8319744771358,21.8888337468983,0.867701467122345,1.88231123714995,0.35402339595888
"ADELAIDE",1990,2,9.30646795292751,52.0714285714286,21.0714285714286,9.54236250426707,50.8571428571429,21.8730414746544,-0.235894551339555,1.21428571428572,-0.801612903225809
"ADELAIDE",1990,3,8.86200389985329,58.6428571428571,18.1785714285714,9.65723438719216,51.2617866004963,21.8310705423609,-0.795230487338875,7.38107054236087,-3.65249911378944
"ADELAIDE",1990,4,9.22596039497587,46,23.2071428571429,9.64313817194392,49.9439914923786,22.4026409074796,-0.41717777696805,-3.94399149237859,0.804501949663237
"ADELAIDE",1990,5,10.7340072314149,60.4,20.33,9.39662246043246,52.962743707905,20.8621162708259,1.33738477098245,7.437256292095,-0.532116270825949
"ADELAIDE",1990,6,8.16789976428057,44.5714285714286,21.6857142857143,9.24998552498511,55.3917050691244,19.7751920122888,-1.08208576070454,-10.8202764976959,1.9105222734255
"ADELAIDE",1990,7,8.74537466531214,54.7142857142857,18.9714285714286,8.95844184623944,58.4354838709677,18.2374867068415,-0.213067180927306,-3.72119815668203,0.733941864587027
"ADELAIDE",1990,8,9.14494463445746,64.1428571428571,16.8928571428571,8.51880906711875,59.6232718894009,17.0250768049155,0.626135567338705,4.51958525345622,-0.132219662058372
"ADELAIDE",1990,9,8.49408201487636,59.4285714285714,17.0785714285714,8.45391251559806,63.3898198575618,15.7985756179305,0.0401694992783046,-3.96124842899037,1.27999581064097
"ADELAIDE",1990,10,8.60113688805575,67.0714285714286,15,8.42225519622515,68.2586553231715,14.4373596833274,0.178881691830597,-1.18722675174288,0.562640316672574
"ADELAIDE",1990,11,8.09600887344965,72.8571428571429,12.6428571428571,8.31089935348949,73.2787250384025,12.9958755760369,-0.214890480039841,-0.421582181259595,-0.353018433179724
"ADELAIDE",1990,12,8.14384412559268,71.7857142857143,13.1642857142857,8.1096659637839,75.302339595888,12.1125745222519,0.0341781618087857,-3.51662531017369,1.05171119203377
"ADELAIDE",1990,13,7.2913499488463,77.4285714285714,10.0214285714286,7.89722408724656,75.8195320808224,11.5959411556186,-0.60587413840026,1.60903934774903,-1.57451258419
"ADELAIDE",1990,14,8.34779292075144,80,11.6571428571429,7.60874975751299,75.2043601559731,11.1829315845445,0.739043163238449,4.79563984402694,0.474211272598369
"ADELAIDE",1990,15,8.09363113403708,78.7857142857143,11.4357142857143,7.4242927529171,74.423579109063,10.9636653668912,0.669338381119982,4.36213517665131,0.472048918823113
"ADELAIDE",1990,16,7.57911112723977,76.5714285714286,10.8071428571429,7.43622825570519,72.9825711922486,11.3172811059908,0.142882871534584,3.58885737917996,-0.510138248847927
"ADELAIDE",1990,17,7.74562286246358,75,11.5142857142857,7.35147274320599,70.1503013115916,11.8566465792272,0.394150119257594,4.84969868840837,-0.34236086494151
"ADELAIDE",1990,18,7.67385696134892,68.6428571428571,13.3571428571429,7.60926726335809,67.6293572019379,13.1357408720312,0.0645896979908347,1.01349994091929,0.221401985111664
"ADELAIDE",1990,19,7.13510955933989,58.3571428571429,14.7642857142857,7.65881072477875,64.9842845326716,13.9140228051518,-0.523701165438869,-6.62714167552877,0.850262909133876
"ADELAIDE",1990,20,7.75270508096122,62.7857142857143,14.3571428571429,7.65335484087381,61.3456221198157,14.8743471582181,0.0993502400874124,1.44009216589862,-0.517204301075269
"ADELAIDE",1990,21,7.70380069342361,61.8571428571429,14.8714285714286,7.51077266866826,57.190180786955,15.9406238922368,0.193028024755352,4.66696207018787,-1.06919532080822
"ADELAIDE",1990,22,8.655172187207,50.8571428571429,20.7857142857143,7.89652965915964,56.2972350230415,16.9709677419355,0.758642528047366,-5.44009216589862,3.8147465437788
"ADELAIDE",1990,23,7.8050309779706,51.5714285714286,18.1214285714286,8.10694923966565,52.8041474654378,18.5891705069124,-0.301918261695054,-1.23271889400922,-0.467741935483872
"ADELAIDE",1990,24,8.57507543007631,49.5714285714286,20.6928571428571,8.47750984981261,52.7880184331797,19.2405529953917,0.0975655802636961,-3.21658986175115,1.45230414746544
"ADELAIDE",1990,25,9.18367372215518,59.9285714285714,18.2928571428571,8.76770371736076,52.8490783410138,19.8925558312655,0.415970004794419,7.07949308755761,-1.59969868840836
"ADELAIDE",1990,26,9.88701529635959,57.6428571428571,20.2285714285714,8.93205195082552,51.7111436950147,20.5080016757436,0.954963345534063,5.93171344784248,-0.279430247172183
"ADELAIDE",1991,1,9.04661018584264,44.3571428571429,24.2928571428571,9.2802379772287,49.8319744771358,21.8888337468983,-0.233627791386057,-5.47483161999291,2.40402339595888
"ADELAIDE",1991,2,10.009582725169,52.5714285714286,21.6785714285714,9.54236250426707,50.8571428571429,21.8730414746544,0.46722022090189,1.71428571428572,-0.194470046082952
"ADELAIDE",1991,3,8.88487164608622,48.8571428571429,21.3785714285714,9.65723438719216,51.2617866004963,21.8310705423609,-0.77236274110594,-2.40464374335343,-0.452499113789436
"ADELAIDE",1991,4,7.3371696905572,40.2857142857143,21.3285714285714,9.64313817194392,49.9439914923786,22.4026409074796,-2.30596848138672,-9.6582772066643,-1.07406947890819
